PDF,RelativePath,Status,TotalPages,PagesCreated,PagesSkipped,PagesFailed,DPI,JPEGQuality,Seconds,Error
MG8482IV__Estiler - 2015 - NYC's Allouche Gallery Enlists Ron English for First Solo Exhibition.pdf,MG8482IV__Estiler - 2015 - NYC's Allouche Gallery Enlists Ron English for First Solo Exhibition.pdf,Completed,7,7,0,0,200,90,1.54,
MGVAYGGN__Kan - 2008 - Ron English The Secret of Kiss Exhibition.pdf,MGVAYGGN__Kan - 2008 - Ron English The Secret of Kiss Exhibition.pdf,Completed,7,7,0,0,200,90,1.68,
MLFTAJA6__Anda - 2002 - Cirque du Soleil Art.pdf,MLFTAJA6__Anda - 2002 - Cirque du Soleil Art.pdf,Completed,1,1,0,0,200,90,0.28,
MMIS59JE__Studio of the Future - 2018 - Studio of the Future.pdf,MMIS59JE__Studio of the Future - 2018 - Studio of the Future.pdf,Completed,8,8,0,0,200,90,1.58,
MNSP8XPS__Erica - 2014 - Ron English's Star Skull vinyl on Kickstarter!.pdf,MNSP8XPS__Erica - 2014 - Ron English's Star Skull vinyl on Kickstarter!.pdf,Completed,1,1,0,0,200,90,0.24,
MR7Q94LE___.pdf,MR7Q94LE___.pdf,Completed,2,2,0,0,200,90,0.94,
"MSZ7L3C4__Cibula, Bleney - 2015 - Ron English.pdf","MSZ7L3C4__Cibula, Bleney - 2015 - Ron English.pdf",Completed,2,2,0,0,200,90,0.42,
MTVZJ8V9___.pdf,MTVZJ8V9___.pdf,Completed,5,5,0,0,200,90,1.69,
MUNJL6KW___.pdf,MUNJL6KW___.pdf,Completed,2,2,0,0,200,90,0.82,
MVJQFYSD___.pdf,MVJQFYSD___.pdf,Completed,1,1,0,0,200,90,0.8,
"MVX6CACW__González - 2016 - El artista Ron English, creador de la POPaganda, se mofa de las megaempresas de alimentación.pdf","MVX6CACW__González - 2016 - El artista Ron English, creador de la POPaganda, se mofa de las megaempresas de alimentación.pdf",Completed,2,2,0,0,200,90,0.44,
MWR5UKPJ___.pdf,MWR5UKPJ___.pdf,Completed,2,2,0,0,200,90,0.66,
N2GRUSKP__CBGB & Omfug - 2000 - Jonathan Le Vine Proudly Present - Lords of the Lowbrw II.pdf,N2GRUSKP__CBGB & Omfug - 2000 - Jonathan Le Vine Proudly Present - Lords of the Lowbrw II.pdf,Completed,1,1,0,0,200,90,0.16,
"N3CW9D3Z__Levy - 2011 - “Street Brewed” Group Exhibition With Mear One, Swoon, Shepard Fairey… Tonight @ Angel City Brewing, Los Angeles.pdf","N3CW9D3Z__Levy - 2011 - “Street Brewed” Group Exhibition With Mear One, Swoon, Shepard Fairey… Tonight @ Angel City Brewing, Los Angeles.pdf",Completed,2,2,0,0,200,90,0.41,
N3UZLD56__Art Wynwood - 2019 - AW Tony Goldman Lifetime Artistic Achievement Award Dinner.pdf,N3UZLD56__Art Wynwood - 2019 - AW Tony Goldman Lifetime Artistic Achievement Award Dinner.pdf,Completed,1,1,0,0,200,90,0.24,
N4EBX838___.pdf,N4EBX838___.pdf,Completed,1,1,0,0,200,90,0.42,
NGLWZYAM__English - 1974 - Comic - Lakeview High School.pdf,NGLWZYAM__English - 1974 - Comic - Lakeview High School.pdf,Completed,1,1,0,0,200,90,0.13,
NGMVHZ7J__Caro - 2015 - Ron English Examines the Art of Evolution in “ NeoNature ”.pdf,NGMVHZ7J__Caro - 2015 - Ron English Examines the Art of Evolution in “ NeoNature ”.pdf,Completed,5,5,0,0,200,90,1.28,
"NGVG2PN2__Kaimann - 1999 - Big Lofts, small city - Jersey City's revamped warehouses offer fertile ground for rising visual artists.pdf","NGVG2PN2__Kaimann - 1999 - Big Lofts, small city - Jersey City's revamped warehouses offer fertile ground for rising visual artists.pdf",Completed,1,1,0,0,200,90,0.24,
NK5YV7NN___.pdf,NK5YV7NN___.pdf,Completed,6,6,0,0,200,90,3.65,
NKDHRLM8___.pdf,NKDHRLM8___.pdf,Completed,7,7,0,0,200,90,4.54,
NLBZJERH__Museum Of Contemporary Art - 2003 - Public Image (Private Image).pdf,NLBZJERH__Museum Of Contemporary Art - 2003 - Public Image (Private Image).pdf,Completed,1,1,0,0,200,90,0.45,
NM32DBHU___.pdf,NM32DBHU___.pdf,Completed,1,1,0,0,200,90,0.24,
NQWB5V77__Symposium - 2011 - Americana Artist Turn Pop Art Prankster.pdf,NQWB5V77__Symposium - 2011 - Americana Artist Turn Pop Art Prankster.pdf,Completed,9,9,0,0,200,90,4.23,
NTZ9J6U7__1993 - Long Shot Vol 15.pdf,NTZ9J6U7__1993 - Long Shot Vol 15.pdf,Completed,4,4,0,0,200,90,0.69,
NUVX6UA9___.pdf,NUVX6UA9___.pdf,Completed,2,2,0,0,200,90,0.7,
NVX7QKD8___.pdf,NVX7QKD8___.pdf,Completed,2,2,0,0,200,90,0.76,
NXM5T8WI__The Week sept 5 2003 Where to by Ron English - Popaganda at Robert Berman Gallery.pdf,NXM5T8WI__The Week sept 5 2003 Where to by Ron English - Popaganda at Robert Berman Gallery.pdf,Completed,1,1,0,0,200,90,0.35,
NYX3LHP4__Daichendt - 2016 - Ron English.pdf,NYX3LHP4__Daichendt - 2016 - Ron English.pdf,Completed,1,1,0,0,200,90,0.22,
"NYZ35PY8__Brooklyn Street Art - 2011 - Lazarides Gallery Presents Ron English “Skin Deep” (London, UK).pdf","NYZ35PY8__Brooklyn Street Art - 2011 - Lazarides Gallery Presents Ron English “Skin Deep” (London, UK).pdf",Completed,2,2,0,0,200,90,0.36,
P2C35FLR__thumbnail_John Lennon 1980 .pdf,P2C35FLR__thumbnail_John Lennon 1980 .pdf,Completed,1,1,0,0,200,90,0.16,
P2DPASJL___.pdf,P2DPASJL___.pdf,Completed,2,2,0,0,200,90,1.14,
P43JJUTI__The Drop NYC - 2016 - Ron English First Solo Exhibition In NYC.pdf,P43JJUTI__The Drop NYC - 2016 - Ron English First Solo Exhibition In NYC.pdf,Completed,4,4,0,0,200,90,0.94,
P573IYMG__Hart - 2014 - Marlboro Boy And Fat Ronald The Brand-Jamming.pdf,P573IYMG__Hart - 2014 - Marlboro Boy And Fat Ronald The Brand-Jamming.pdf,Completed,5,5,0,0,200,90,1.14,
P5N5SXVX___.pdf,P5N5SXVX___.pdf,Completed,1,1,0,0,200,90,0.63,
P5XT4ATA__Palm Beach Daily News - 1993 - Wings of Desire.pdf,P5XT4ATA__Palm Beach Daily News - 1993 - Wings of Desire.pdf,Completed,1,1,0,0,200,90,0.41,
P6SN7YA3__GraffitiArt28.pdf,P6SN7YA3__GraffitiArt28.pdf,Completed,3,3,0,0,200,90,0.94,
P97YMEJJ___.pdf,P97YMEJJ___.pdf,Completed,1,1,0,0,200,90,0.24,
"P99RGZ6G__Washington Times july 5, 2001 Second Childhood Rockville Arts Place.pdf","P99RGZ6G__Washington Times july 5, 2001 Second Childhood Rockville Arts Place.pdf",Completed,1,1,0,0,200,90,0.11,
"PAKBQZT8__Lakin - 2018 - In the Cradle of Hip-Hop, a South Bronx Gallery Bridges a Gap.pdf","PAKBQZT8__Lakin - 2018 - In the Cradle of Hip-Hop, a South Bronx Gallery Bridges a Gap.pdf",Completed,8,8,0,0,200,90,1.59,
PB55TNY8___ - Copy.pdf,PB55TNY8___ - Copy.pdf,Completed,1,1,0,0,200,90,0.87,
PBJKRIFY__Wide Walls - 2015 - Ron English's NeoNature We Are the New They.pdf,PBJKRIFY__Wide Walls - 2015 - Ron English's NeoNature We Are the New They.pdf,Completed,5,5,0,0,200,90,1.21,
PCNUGI7P__Lane - 2015 - Art Now and Then.pdf,PCNUGI7P__Lane - 2015 - Art Now and Then.pdf,Completed,6,6,0,0,200,90,1.2,
PCSKGVD9__Montgomery Gazette - 1995 - Reliving black history thorugh the camera's lens.pdf,PCSKGVD9__Montgomery Gazette - 1995 - Reliving black history thorugh the camera's lens.pdf,Completed,1,1,0,0,200,90,0.48,
"PFEGR393__A Esthetica Magazine - 2011 - Postmodernist Appropriation, Ron English Skin Deep, Lazarides Gallery, London.pdf","PFEGR393__A Esthetica Magazine - 2011 - Postmodernist Appropriation, Ron English Skin Deep, Lazarides Gallery, London.pdf",Completed,2,2,0,0,200,90,0.56,
"PFWVHKDG__Rushmore - 2012 - Ron English at Opera Gallery, show of the year.pdf","PFWVHKDG__Rushmore - 2012 - Ron English at Opera Gallery, show of the year.pdf",Completed,2,2,0,0,200,90,0.54,
PH4JADN7__Hype Gallery - 1991 - Hype Gallery - Stendahl.pdf,PH4JADN7__Hype Gallery - 1991 - Hype Gallery - Stendahl.pdf,Completed,1,1,0,0,200,90,0.35,
PI5ETPHT___.pdf,PI5ETPHT___.pdf,Completed,1,1,0,0,200,90,0.09,
PKAFFVBX__Yvette - 2018 - Godfather of Street Art Ron English on His Surreal New Creations.pdf,PKAFFVBX__Yvette - 2018 - Godfather of Street Art Ron English on His Surreal New Creations.pdf,Completed,4,4,0,0,200,90,0.94,
PKC76JVL__Toys Revi - 2015 - Ron English X Artrepublic Print Giveaway.pdf,PKC76JVL__Toys Revi - 2015 - Ron English X Artrepublic Print Giveaway.pdf,Completed,1,1,0,0,200,90,0.23,
PKQUYSQ5__Pascual - 2008 - Ron English's “The Secret History of Kiss” at Shooting Gallery.pdf,PKQUYSQ5__Pascual - 2008 - Ron English's “The Secret History of Kiss” at Shooting Gallery.pdf,Completed,1,1,0,0,200,90,0.21,
"PN7HKXJ6__Juxtapoz - 2018 - Ron English on His Upcoming Show Universal Grin, at Matthew Namour Gallery in Montréal(2).pdf","PN7HKXJ6__Juxtapoz - 2018 - Ron English on His Upcoming Show Universal Grin, at Matthew Namour Gallery in Montréal(2).pdf",Completed,5,5,0,0,200,90,1.52,
"PQTTZM22__Cultural-Dust2243 - 2020 - Popaganda Guernica, Ron English, Oil on canvas, 2016.pdf","PQTTZM22__Cultural-Dust2243 - 2020 - Popaganda Guernica, Ron English, Oil on canvas, 2016.pdf",Completed,6,6,0,0,200,90,1.47,
"PTWB62RD__notwho2 - 2023 - Negative Positive Man, Ron Englishnotwho2, painting, 2005.pdf","PTWB62RD__notwho2 - 2023 - Negative Positive Man, Ron Englishnotwho2, painting, 2005.pdf",Completed,7,7,0,0,200,90,1.7,
PUN8WWU8__Sherman - 2009 - Ron English Reveals ‘Immortal Underground’.pdf,PUN8WWU8__Sherman - 2009 - Ron English Reveals ‘Immortal Underground’.pdf,Completed,2,2,0,0,200,90,0.49,
PWTZM9HC___.pdf,PWTZM9HC___.pdf,Completed,2,2,0,0,200,90,0.6,
Q28J2ZKL__spinbackwards - 2022 - Ron English is Living in Delusionville - Copy.pdf,Q28J2ZKL__spinbackwards - 2022 - Ron English is Living in Delusionville - Copy.pdf,Completed,6,6,0,0,200,90,1.98,
Q2EVJZUE__Talón - 2018 - Brandalism fashion & vandalism.pdf,Q2EVJZUE__Talón - 2018 - Brandalism fashion & vandalism.pdf,Completed,2,2,0,0,200,90,0.49,
Q2T54UB5___.pdf,Q2T54UB5___.pdf,Completed,2,2,0,0,200,90,1.73,
"Q3HVACZS__Goldstein - 2000 - SCREW The Sex Review Number 1658, December 11, 2000.pdf","Q3HVACZS__Goldstein - 2000 - SCREW The Sex Review Number 1658, December 11, 2000.pdf",Completed,1,1,0,0,200,90,0.23,
Q4CW6BPS__Erica - 2012 - Special Weekend Release Primus NYC Tour Poster.pdf,Q4CW6BPS__Erica - 2012 - Special Weekend Release Primus NYC Tour Poster.pdf,Completed,1,1,0,0,200,90,0.2,
Q6MJA9B8___.pdf,Q6MJA9B8___.pdf,Completed,2,2,0,0,200,90,1.09,
Q76TDVSP__London Street Art Desing - 2016 - Ron English - Copy.pdf,Q76TDVSP__London Street Art Desing - 2016 - Ron English - Copy.pdf,Completed,11,11,0,0,200,90,2.84,
Q9C7S8T4__Beale - 2012 - Photos Détournement Signs of the Times at Jonathan LeVine Gallery.pdf,Q9C7S8T4__Beale - 2012 - Photos Détournement Signs of the Times at Jonathan LeVine Gallery.pdf,Completed,8,8,0,0,200,90,2.06,
QB28MEIL__English - Unknown - The Living fetus - Ron English.pdf,QB28MEIL__English - Unknown - The Living fetus - Ron English.pdf,Completed,1,1,0,0,200,90,0.35,
QERMLQWB__Beale - 2007 - Pranks 2 Jersey City Book Release Photos.pdf,QERMLQWB__Beale - 2007 - Pranks 2 Jersey City Book Release Photos.pdf,Completed,2,2,0,0,200,90,0.51,
QEZ86UDH__Pasori - 2012 - Photos From Chris Brown x Ron English Art Exhibition In NYC.pdf,QEZ86UDH__Pasori - 2012 - Photos From Chris Brown x Ron English Art Exhibition In NYC.pdf,Completed,1,1,0,0,200,90,0.26,
QI2DEYCM__Frauenfelder - 2007 - New Ron English book Abject Expressionism.pdf,QI2DEYCM__Frauenfelder - 2007 - New Ron English book Abject Expressionism.pdf,Completed,1,1,0,0,200,90,0.16,
QJ8V6M8Y__Carroll - 2011 - Highsnobiety Edition Grin.pdf,QJ8V6M8Y__Carroll - 2011 - Highsnobiety Edition Grin.pdf,Completed,1,1,0,0,200,90,0.19,
QJWFTLAZ___.pdf,QJWFTLAZ___.pdf,Completed,2,2,0,0,200,90,0.66,
QMTNK9T3__Levy - 2012 - “LA Freewalls Inside” Los Angeles Group Show Opening Coverage.pdf,QMTNK9T3__Levy - 2012 - “LA Freewalls Inside” Los Angeles Group Show Opening Coverage.pdf,Completed,1,1,0,0,200,90,0.23,
QNKWF3JL__m-api-56a038ca-b249-6b39-5cfc-71a44f2850ff - Copy (2).pdf,QNKWF3JL__m-api-56a038ca-b249-6b39-5cfc-71a44f2850ff - Copy (2).pdf,Completed,64,64,0,0,200,90,13.17,
QNW9M9SJ__DeMartino - FOR IMMEDIATE RELEASE.pdf,QNW9M9SJ__DeMartino - FOR IMMEDIATE RELEASE.pdf,Completed,3,3,0,0,200,90,0.66,
QRGLFTNW__Thill - 2011 - Pop Surrealists Spin South Park's Little Angels.pdf,QRGLFTNW__Thill - 2011 - Pop Surrealists Spin South Park's Little Angels.pdf,Completed,2,2,0,0,200,90,0.45,
QSNXFVZU___.pdf,QSNXFVZU___.pdf,Completed,1,1,0,0,200,90,0.72,
QSSS77KR___.pdf,QSSS77KR___.pdf,Completed,1,1,0,0,200,90,0.55,
QSUEVXX8__Julien’s Auctions - 2014 - Street Art.pdf,QSUEVXX8__Julien’s Auctions - 2014 - Street Art.pdf,Completed,2,2,0,0,200,90,0.84,
QXB5XVR4__Street - FOR IMMEDIATE RELEASE.pdf,QXB5XVR4__Street - FOR IMMEDIATE RELEASE.pdf,Completed,3,3,0,0,200,90,0.7,
QXEFLFJF__Articulate Issue 28 1998- The second coming of Daniel Johnston.pdf,QXEFLFJF__Articulate Issue 28 1998- The second coming of Daniel Johnston.pdf,Completed,3,3,0,0,200,90,1.28,
QY8I8TJK__HB Team - 2013 - Ron English Popagandistan Exhibition @ Corey Helford Gallery.pdf,QY8I8TJK__HB Team - 2013 - Ron English Popagandistan Exhibition @ Corey Helford Gallery.pdf,Completed,3,3,0,0,200,90,0.7,
QZ6763LH__Enshallah - 2009 - Ron English “Immortal Underground” Exhibition - Opera Gallery New York.pdf,QZ6763LH__Enshallah - 2009 - Ron English “Immortal Underground” Exhibition - Opera Gallery New York.pdf,Completed,3,3,0,0,200,90,0.62,
"R3VJ28XC__Bonfiglio - 2014 - Artistic Identity - Ron English brings his distinctive style to Waterfront poster, mural.pdf","R3VJ28XC__Bonfiglio - 2014 - Artistic Identity - Ron English brings his distinctive style to Waterfront poster, mural.pdf",Completed,2,2,0,0,200,90,0.49,
RA23A52Q__Hershkovits y (Beautiful) Paper - Beautiful People - 2007 - Get Met Or Pay - Retroactive Insurance now Availab.pdf,RA23A52Q__Hershkovits y (Beautiful) Paper - Beautiful People - 2007 - Get Met Or Pay - Retroactive Insurance now Availab.pdf,Completed,5,5,0,0,200,90,2.41,
RAP38IFZ__Beale - 2005 - Ron English at Varnish Fine Art.pdf,RAP38IFZ__Beale - 2005 - Ron English at Varnish Fine Art.pdf,Completed,1,1,0,0,200,90,0.25,
RC6VSV79__English - 1985 - Photo by Ron English.pdf,RC6VSV79__English - 1985 - Photo by Ron English.pdf,Completed,1,1,0,0,200,90,0.14,
RD5E32X7___.pdf,RD5E32X7___.pdf,Completed,1,1,0,0,200,90,0.28,
RHH9GIW7__Allouche Gallery - 2016 - Ron English Talks to Hypebeast.pdf,RHH9GIW7__Allouche Gallery - 2016 - Ron English Talks to Hypebeast.pdf,Completed,1,1,0,0,200,90,0.18,
RIB3QB9U___.pdf,RIB3QB9U___.pdf,Completed,1,1,0,0,200,90,0.46,
RLQ6T4IT__Vázquez - 2016 - Los ‘Guernica’ de Ron English Texto.pdf,RLQ6T4IT__Vázquez - 2016 - Los ‘Guernica’ de Ron English Texto.pdf,Completed,4,4,0,0,200,90,1.13,
RLZ3KBBX__Galperina - 2012 - American Depress Ron English’s Credit Card-Crucified Mickey.pdf,RLZ3KBBX__Galperina - 2012 - American Depress Ron English’s Credit Card-Crucified Mickey.pdf,Completed,1,1,0,0,200,90,0.26,
RM2AWLC8__Girl - 2009 - Ron English @ The Don Gallery – Milan – Opening.pdf,RM2AWLC8__Girl - 2009 - Ron English @ The Don Gallery – Milan – Opening.pdf,Completed,5,5,0,0,200,90,1.08,
RMC6YJ6U___.pdf,RMC6YJ6U___.pdf,Completed,1,1,0,0,200,90,0.17,
RN5NJJ8D___.pdf,RN5NJJ8D___.pdf,Completed,1,1,0,0,200,90,0.43,
RNRC5NIA__Wow x Wow - 2017 - Ron English – TOYBOX America in the Visuals – Artist Interview.pdf,RNRC5NIA__Wow x Wow - 2017 - Ron English – TOYBOX America in the Visuals – Artist Interview.pdf,Completed,22,22,0,0,200,90,3.96,
RRJHFMYF___.pdf,RRJHFMYF___.pdf,Completed,1,1,0,0,200,90,0.26,
RS3LKXIN__English et al. - 2009 - As Ron English’s “Cathy Cowgirl”.pdf,RS3LKXIN__English et al. - 2009 - As Ron English’s “Cathy Cowgirl”.pdf,Completed,3,3,0,0,200,90,0.61,
RSXGV8BM__The Georgetowner - Unknown - M&M by Ron English at Galleries 1054 — Clark.pdf,RSXGV8BM__The Georgetowner - Unknown - M&M by Ron English at Galleries 1054 — Clark.pdf,Completed,1,1,0,0,200,90,0.34,
"RX8FZKCC__Cultural-Dust2243 - 2020 - Popaganda Guernica, Ron English, Oil on canvas, 2016.pdf","RX8FZKCC__Cultural-Dust2243 - 2020 - Popaganda Guernica, Ron English, Oil on canvas, 2016.pdf",Completed,20,20,0,0,200,90,5.53,
"RXH2GABM__MuscleFlex_Bear - 2019 - Wynwood Walls - Miami, Fl by Ron English.pdf","RXH2GABM__MuscleFlex_Bear - 2019 - Wynwood Walls - Miami, Fl by Ron English.pdf",Completed,6,6,0,0,200,90,1.36,
RY96ZRPA__Moyer - 2020 - SURFACE TREATMENT ‘You Are Not Here’.pdf,RY96ZRPA__Moyer - 2020 - SURFACE TREATMENT ‘You Are Not Here’.pdf,Completed,2,2,0,0,200,90,0.5,
RZXJBXQT__Hart - 1990 - Art-to-Choke - The Helms Degenerate Art Show.pdf,RZXJBXQT__Hart - 1990 - Art-to-Choke - The Helms Degenerate Art Show.pdf,Completed,3,3,0,0,200,90,1.75,
S2PRRKEH__Juxtapoz - 2018 - Ron English.pdf,S2PRRKEH__Juxtapoz - 2018 - Ron English.pdf,Completed,2,2,0,0,200,90,0.49,
S53M4CCV__Galperina - 2012 - ARTIST’S NOTEBOOK RON ENGLISH.pdf,S53M4CCV__Galperina - 2012 - ARTIST’S NOTEBOOK RON ENGLISH.pdf,Completed,1,1,0,0,200,90,0.29,
S7NPKD37__Costa - 1998 - Ron English.pdf,S7NPKD37__Costa - 1998 - Ron English.pdf,Completed,2,2,0,0,200,90,1.4,
SAH79MKH___.pdf,SAH79MKH___.pdf,Completed,3,3,0,0,200,90,1.95,
SAZ44GJQ__Traver Dodorye “The Art Guru - 2015 - Artist Ron English recently launched a new exhibition titled “NeoNature”.pdf,SAZ44GJQ__Traver Dodorye “The Art Guru - 2015 - Artist Ron English recently launched a new exhibition titled “NeoNature”.pdf,Completed,3,3,0,0,200,90,0.57,
SBPEQTWN__English - 1993 - Ron English - Last Supper - Show blurb.pdf,SBPEQTWN__English - 1993 - Ron English - Last Supper - Show blurb.pdf,Completed,1,1,0,0,200,90,0.22,
"SC93RQZI__Last Gasp - 2018 - Stunning new Hi-Fructose limited edition box set, packed with wondrous artifacts of arcane beauty!.pdf","SC93RQZI__Last Gasp - 2018 - Stunning new Hi-Fructose limited edition box set, packed with wondrous artifacts of arcane beauty!.pdf",Completed,1,1,0,0,200,90,0.24,
"SC9J9TYV__reversedpsychology - 2020 - Ron English - Homer Simpson's Cartoon Colored Creationism, 1000 pieces.pdf","SC9J9TYV__reversedpsychology - 2020 - Ron English - Homer Simpson's Cartoon Colored Creationism, 1000 pieces.pdf",Completed,7,7,0,0,200,90,1.68,
SFM6A72U__Erica - 2012 - Ron English's art for the Techno Kitten Adventure game.pdf,SFM6A72U__Erica - 2012 - Ron English's art for the Techno Kitten Adventure game.pdf,Completed,1,1,0,0,200,90,0.2,
"SGKYB988__Dunlap - 2010 - Electric Windows - Beacon, NY.pdf","SGKYB988__Dunlap - 2010 - Electric Windows - Beacon, NY.pdf",Completed,1,1,0,0,200,90,0.26,
SGT3LUGH___.pdf,SGT3LUGH___.pdf,Completed,4,4,0,0,200,90,2.6,
SJFNVPDI__Tandem - 2005 - Popaganda The Art & Crimes of Ron English.pdf,SJFNVPDI__Tandem - 2005 - Popaganda The Art & Crimes of Ron English.pdf,Completed,1,1,0,0,200,90,0.28,
SJGJATCC__Francais - 2009 - Ron English Let's get drunk and kill god.pdf,SJGJATCC__Francais - 2009 - Ron English Let's get drunk and kill god.pdf,Completed,2,2,0,0,200,90,0.79,
SLK2G53L___ - Copy.pdf,SLK2G53L___ - Copy.pdf,Completed,1,1,0,0,200,90,0.44,
SM22THX5___.pdf,SM22THX5___.pdf,Completed,1,1,0,0,200,90,0.85,
"SMYHL47C__Levy - 2014 - New Window Installations by Ron English, Know Hope, Strøk… For Project M – Berlin, Germany.pdf","SMYHL47C__Levy - 2014 - New Window Installations by Ron English, Know Hope, Strøk… For Project M – Berlin, Germany.pdf",Completed,4,4,0,0,200,90,1.21,
SRPZEFYV__Armand - 2009 - Zoltron On Curating Primus’ Expansive Poster Series.pdf,SRPZEFYV__Armand - 2009 - Zoltron On Curating Primus’ Expansive Poster Series.pdf,Completed,3,3,0,0,200,90,0.65,
SUG8UF7V___.pdf,SUG8UF7V___.pdf,Completed,4,4,0,0,200,90,3.1,
T2CG6833__Topia - Unknown - Artist Profiles.pdf,T2CG6833__Topia - Unknown - Artist Profiles.pdf,Completed,1,1,0,0,200,90,0.54,
"T49QUAJV__Yazdari y Cleary - 1996 - Visual Arts - AUSGANG, ENGLISH, GOSSWEIN.pdf","T49QUAJV__Yazdari y Cleary - 1996 - Visual Arts - AUSGANG, ENGLISH, GOSSWEIN.pdf",Completed,1,1,0,0,200,90,0.74,
T53RKPAC__Rushmore - 2012 - While I was in Stavanger… link-o-rama.pdf,T53RKPAC__Rushmore - 2012 - While I was in Stavanger… link-o-rama.pdf,Completed,1,1,0,0,200,90,0.26,
T5AKYBYK__O'Neill - 2016 - Artist Ron English details Korn's Serenity Of Suffering artwork.pdf,T5AKYBYK__O'Neill - 2016 - Artist Ron English details Korn's Serenity Of Suffering artwork.pdf,Completed,1,1,0,0,200,90,0.18,
T5LAG4KA__Limelight - 1988 - Limelight.pdf,T5LAG4KA__Limelight - 1988 - Limelight.pdf,Completed,1,1,0,0,200,90,0.32,
T6FQVCL5___.pdf,T6FQVCL5___.pdf,Completed,1,1,0,0,200,90,0.19,
T6JM6XBQ__Shumate - 2011 - Learning English.pdf,T6JM6XBQ__Shumate - 2011 - Learning English.pdf,Completed,3,3,0,0,200,90,0.67,
T79QQ9N9___.pdf,T79QQ9N9___.pdf,Completed,4,4,0,0,200,90,2.05,
T7P3W72M___.pdf,T7P3W72M___.pdf,Completed,1,1,0,0,200,90,0.63,
T85ED3UI__The Herald-Palladium - 2013 - Ron English at WFF.pdf,T85ED3UI__The Herald-Palladium - 2013 - Ron English at WFF.pdf,Completed,1,1,0,0,200,90,0.24,
T85UWDPZ__New York Times august 4 1996.pdf,T85UWDPZ__New York Times august 4 1996.pdf,Completed,1,1,0,0,200,90,0.26,
T86CXCWA__Juxtapoz - 2012 - Tools of the Trade x Ron English The Detroit Project February.pdf,T86CXCWA__Juxtapoz - 2012 - Tools of the Trade x Ron English The Detroit Project February.pdf,Completed,1,1,0,0,200,90,0.21,
T9AIFH8R__Opera Gallery - Unknown - English Ron.pdf,T9AIFH8R__Opera Gallery - Unknown - English Ron.pdf,Completed,2,2,0,0,200,90,1.63,
T9EIK9YN__Wall Street International Magazine - 2007 - Dorothy Circus Gallery.pdf,T9EIK9YN__Wall Street International Magazine - 2007 - Dorothy Circus Gallery.pdf,Completed,1,1,0,0,200,90,0.27,
TDSWD6NA__Westall - 2012 - Gosee Ron English Crucial Fiction At Opera Gallery Nyc.pdf,TDSWD6NA__Westall - 2012 - Gosee Ron English Crucial Fiction At Opera Gallery Nyc.pdf,Completed,1,1,0,0,200,90,0.28,
TEP5DACC__Trompe l'oeil - Unknown - What's wrong with this picture - Ron English.pdf,TEP5DACC__Trompe l'oeil - Unknown - What's wrong with this picture - Ron English.pdf,Completed,1,1,0,0,200,90,0.42,
TEX3BR25__Canvas Conceptionarts - 2019 - The Godfather Of Street Art – Ron English (Part 2).pdf,TEX3BR25__Canvas Conceptionarts - 2019 - The Godfather Of Street Art – Ron English (Part 2).pdf,Completed,1,1,0,0,200,90,0.22,
TFZ23YTR___.pdf,TFZ23YTR___.pdf,Completed,2,2,0,0,200,90,0.96,
"THJG7WKG__SwitchDesign - 2015 - Ron English, close-up of Temper Top on Houston and Bowery.pdf","THJG7WKG__SwitchDesign - 2015 - Ron English, close-up of Temper Top on Houston and Bowery.pdf",Completed,11,11,0,0,200,90,2.65,
TKUYJ8B8__Groove Guide - 2012 - Ron English.pdf,TKUYJ8B8__Groove Guide - 2012 - Ron English.pdf,Completed,3,3,0,0,200,90,1.06,
TRJB6INJ___.pdf,TRJB6INJ___.pdf,Completed,2,2,0,0,200,90,1.87,
TSTYIIKE__Rushmore - 2010 - Ron English goes Bovine Bombing.pdf,TSTYIIKE__Rushmore - 2010 - Ron English goes Bovine Bombing.pdf,Completed,1,1,0,0,200,90,0.27,
TYIICJCG__Corey Helford Gallery - 2014 - Jewsus Christ Superstar By Ron English.pdf,TYIICJCG__Corey Helford Gallery - 2014 - Jewsus Christ Superstar By Ron English.pdf,Completed,1,1,0,0,200,90,0.31,
TYZ9EQB7__Rushmore - 2009 - Green Day meets street art.pdf,TYZ9EQB7__Rushmore - 2009 - Green Day meets street art.pdf,Completed,2,2,0,0,200,90,0.48,
U3IHPAXD__News Break - 2019 - The ‘Godfather of Street Art’ Ron English Irreverently Mashes Up Pop Culture in a New Show.pdf,U3IHPAXD__News Break - 2019 - The ‘Godfather of Street Art’ Ron English Irreverently Mashes Up Pop Culture in a New Show.pdf,Completed,1,1,0,0,200,90,0.18,
U3Q325Q2___.pdf,U3Q325Q2___.pdf,Completed,2,2,0,0,200,90,0.59,
U3XRDI68__Invisiblemadevisible @imv_streetart - 2015 - Godfather of Street Art Launches Exclusive Limited Edition Print with Artrepublic.pdf,U3XRDI68__Invisiblemadevisible @imv_streetart - 2015 - Godfather of Street Art Launches Exclusive Limited Edition Print with Artrepublic.pdf,Completed,1,1,0,0,200,90,0.38,
U5AWQLQF___.pdf,U5AWQLQF___.pdf,Completed,5,5,0,0,200,90,3.95,
U7IJB5TE___.pdf,U7IJB5TE___.pdf,Completed,2,2,0,0,200,90,0.72,
U7K26KEE___.pdf,U7K26KEE___.pdf,Completed,8,8,0,0,200,90,6.67,
